GEO_ID,NAME,DP05_0031PM,DP05_0032E,DP05_0032PE,DP05_0033E,DP05_0033PE,DP05_0034E,DP05_0034PE,DP05_0035E,DP05_0035PE,DP05_0036E,DP05_0036PE,DP05_0037E,DP05_0037PE,DP05_0038E,DP05_0038PE,DP05_0039E,DP05_0039PE,DP05_0040E,DP05_0040PE,DP05_0041E,DP05_0041PE,DP05_0042E,DP05_0042PE,DP05_0043E,DP05_0043PE,DP05_0044E,DP05_0044PE,DP05_0045E,DP05_0045PE,DP05_0046E,DP05_0046PE,DP05_0047E,DP05_0047PE,DP05_0048E,DP05_0048PE,DP05_0049E,DP05_0049PE,DP05_0050E,DP05_0050PE,DP05_0051E,DP05_0051PE,DP05_0052E,DP05_0052PE,DP05_0053E,DP05_0053PE,DP05_0054E,DP05_0054PE,DP05_0055E,DP05_0055PE,DP05_0056E,DP05_0056PE,DP05_0057E,DP05_0057PE,DP05_0058E,DP05_0058PE,DP05_0059E,DP05_0059PE,DP05_0060E,DP05_0060PE,DP05_0061E,DP05_0061PE,DP05_0062E,DP05_0062PE,DP05_0063E,DP05_0063PE,DP05_0064E,DP05_0064PE,DP05_0065E,DP05_0065PE,DP05_0066E,DP05_0066PE,DP05_0067E,DP05_0067PE,DP05_0068E,DP05_0068PE,DP05_0069E,DP05_0069PE,DP05_0070E,DP05_0070PE,DP05_0071E,DP05_0071PE,DP05_0072E,DP05_0072PE,DP05_0073E,DP05_0073PE,DP05_0074E,DP05_0074PE,DP05_0075E,DP05_0075PE,DP05_0076E,DP05_0076PE,DP05_0077E,DP05_0077PE,DP05_0078E,DP05_0078PE,DP05_0079E,DP05_0079PE,DP05_0080E,DP05_0080PE,DP05_0081E,DP05_0081PE,DP05_0082E,DP05_0082PE,DP05_0083E,DP05_0083PE,DP05_0084E,DP05_0084PE,DP05_0085E,DP05_0085PE,DP05_0086E,DP05_0086PE,DP05_0087E,DP05_0087PE,DP05_0088E,DP05_0088PE,DP05_0089E,DP05_0089PE,DP05_0001E,DP05_0001PE,DP05_0002E,DP05_0002PE,DP05_0003E,DP05_0003PE,DP05_0004E,DP05_0004PE,DP05_0005E,DP05_0005PE,DP05_0006E,DP05_0006PE,DP05_0007E,DP05_0007PE,DP05_0008E,DP05_0008PE,DP05_0009E,DP05_0009PE,DP05_0010E,DP05_0010PE,DP05_0011E,DP05_0011PE,DP05_0012E,DP05_0012PE,DP05_0013E,DP05_0013PE,DP05_0014E,DP05_0014PE,DP05_0015E,DP05_0015PE,DP05_0016E,DP05_0016PE,DP05_0017E,DP05_0017PE,DP05_0018E,DP05_0018PE,DP05_0019E,DP05_0019PE,DP05_0020E,DP05_0020PE,DP05_0021E,DP05_0021PE,DP05_0022E,DP05_0022PE,DP05_0023E,DP05_0023PE,DP05_0024E,DP05_0024PE,DP05_0025E,DP05_0025PE,DP05_0026E,DP05_0026PE,DP05_0027E,DP05_0027PE,DP05_0028E,DP05_0028PE,DP05_0029E,DP05_0029PE,DP05_0030E,DP05_0030PE,DP05_0031E,DP05_0031PE
1400000US41051000200,"Census Tract 2, Multnomah County, Oregon",11.2,48.4,(X),6220,6220,5816,93.5,404,6.5,5816,93.5,5440,87.5,19,0.3,54,0.9,0,0,0,0,0,0,10,0.2,232,3.7,0,0,57,0.9,30,0.5,17,0.3,128,2.1,0,0,0,0,16,0.3,0,0,16,0.3,0,0,0,0,55,0.9,404,6.5,22,0.4,103,1.7,140,2.3,63,1,6220,6220,5781,92.9,104,1.7,220,3.5,389,6.3,57,0.9,90,1.4,6220,6220,509,8.2,354,5.7,22,0.4,0,0,133,2.1,5711,91.8,5142,82.7,0,0,11,0.2,232,3.7,16,0.3,29,0.5,281,4.5,0,0,281,4.5,3250,(X),4794,4794,2140,44.6,2654,55.4,6220,6220,2754,44.3,3466,55.7,79.5,(X),358,5.8,396,6.4,253,4.1,172,2.8,213,3.4,1069,17.2,1243,20,924,14.9,330,5.3,308,5,486,7.8,314,5,154,2.5,39,(X),1179,19,5161,83,5041,81,4967,79.9,1190,19.1,954,15.3,5041,5041,2229,44.2,2812,55.8,79.3,(X),954,954,311,32.6,643,67.4
1400000US41051000301,"Census Tract 3.01, Multnomah County, Oregon",8.6,96.6,(X),5647,5647,5220,92.4,427,7.6,5220,92.4,4407,78,239,4.2,9,0.2,0,0,0,0,0,0,0,0,506,9,109,1.9,186,3.3,21,0.4,72,1.3,31,0.5,10,0.2,77,1.4,38,0.7,0,0,3,0.1,35,0.6,0,0,21,0.4,427,7.6,72,1.3,57,1,201,3.6,0,0,5647,5647,4823,85.4,344,6.1,104,1.8,733,13,42,0.7,70,1.2,5647,5647,505,8.9,237,4.2,11,0.2,19,0.3,238,4.2,5142,91.1,4025,71.3,229,4.1,3,0.1,506,9,38,0.7,0,0,341,6,3,0.1,338,6,2306,(X),4935,4935,2327,47.2,2608,52.8,5647,5647,2676,47.4,2971,52.6,90.1,(X),194,3.4,158,2.8,106,1.9,667,11.8,972,17.2,1180,20.9,620,11,583,10.3,232,4.1,233,4.1,475,8.4,166,2.9,61,1.1,30.1,(X),528,9.4,5154,91.3,5119,90.6,4317,76.4,859,15.2,702,12.4,5119,5119,2425,47.4,2694,52.6,90,(X),702,702,345,49.1,357,50.9
1400000US41051000302,"Census Tract 3.02, Multnomah County, Oregon",7.3,94.6,(X),7216,7216,6806,94.3,410,5.7,6806,94.3,6519,90.3,0,0,0,0,0,0,0,0,0,0,0,0,267,3.7,0,0,127,1.8,10,0.1,95,1.3,0,0,0,0,35,0.5,0,0,0,0,0,0,0,0,0,0,20,0.3,410,5.7,32,0.4,98,1.4,200,2.8,0,0,7216,7216,6906,95.7,32,0.4,118,1.6,533,7.4,23,0.3,80,1.1,7216,7216,377,5.2,196,2.7,15,0.2,21,0.3,145,2,6839,94.8,6251,86.6,0,0,0,0,267,3.7,0,0,0,0,321,4.4,0,0,321,4.4,2747,(X),5240,5240,2440,46.6,2800,53.4,7216,7216,3378,46.8,3838,53.2,88,(X),578,8,524,7.3,476,6.6,351,4.9,137,1.9,778,10.8,1197,16.6,1260,17.5,358,5,504,7,672,9.3,216,3,165,2.3,41.4,(X),1837,25.5,5588,77.4,5379,74.5,5283,73.2,1394,19.3,1053,14.6,5379,5379,2507,46.6,2872,53.4,87.3,(X),1053,1053,512,48.6,541,51.4
1400000US41051000401,"Census Tract 4.01, Multnomah County, Oregon",10.3,118.3,(X),3884,3884,3769,97,115,3,3769,97,3503,90.2,20,0.5,0,0,0,0,0,0,0,0,0,0,198,5.1,0,0,100,2.6,22,0.6,0,0,22,0.6,45,1.2,9,0.2,0,0,0,0,0,0,0,0,0,0,48,1.2,115,3,25,0.6,23,0.6,37,1,0,0,3884,3884,3618,93.2,67,1.7,45,1.2,248,6.4,0,0,56,1.4,3884,3884,116,3,52,1.3,25,0.6,15,0.4,24,0.6,3768,97,3396,87.4,20,0.5,0,0,198,5.1,0,0,39,1,115,3,8,0.2,107,2.8,1529,(X),3137,3137,1619,51.6,1518,48.4,3884,3884,2028,52.2,1856,47.8,109.3,(X),235,6.1,220,5.7,145,3.7,169,4.4,125,3.2,679,17.5,802,20.6,516,13.3,179,4.6,336,8.7,380,9.8,58,1.5,40,1,39.3,(X),708,18.2,3277,84.4,3176,81.8,3052,78.6,656,16.9,478,12.3,3176,3176,1628,51.3,1548,48.7,105.2,(X),478,478,259,54.2,219,45.8
1400000US41051000402,"Census Tract 4.02, Multnomah County, Oregon",10.7,39.8,(X),3520,3520,3441,97.8,79,2.2,3441,97.8,2963,84.2,40,1.1,1,0,0,0,0,0,0,0,0,0,423,12,21,0.6,42,1.2,25,0.7,0,0,0,0,235,6.7,100,2.8,2,0.1,2,0.1,0,0,0,0,0,0,12,0.3,79,2.2,11,0.3,8,0.2,60,1.7,0,0,3520,3520,3042,86.4,51,1.4,9,0.3,483,13.7,2,0.1,12,0.3,3520,3520,192,5.5,118,3.4,55,1.6,9,0.3,10,0.3,3328,94.5,2784,79.1,40,1.1,0,0,423,12,2,0.1,0,0,79,2.2,0,0,79,2.2,1616,(X),2813,2813,1445,51.4,1368,48.6,3520,3520,1771,50.3,1749,49.7,101.3,(X),236,6.7,172,4.9,147,4.2,90,2.6,256,7.3,791,22.5,731,20.8,333,9.5,184,5.2,197,5.6,267,7.6,75,2.1,41,1.2,35.8,(X),587,16.7,2940,83.5,2933,83.3,2780,79,510,14.5,383,10.9,2933,2933,1485,50.6,1448,49.4,102.6,(X),383,383,109,28.5,274,71.5
1400000US41051000501,"Census Tract 5.01, Multnomah County, Oregon",10.6,59.2,(X),4198,4198,3866,92.1,332,7.9,3866,92.1,3289,78.3,71,1.7,85,2,0,0,11,0.3,0,0,0,0,371,8.8,12,0.3,87,2.1,28,0.7,0,0,0,0,135,3.2,109,2.6,0,0,0,0,0,0,0,0,0,0,50,1.2,332,7.9,106,2.5,107,2.5,86,2,0,0,4198,4198,3621,86.3,197,4.7,212,5.1,457,10.9,13,0.3,50,1.2,4198,4198,190,4.5,97,2.3,14,0.3,0,0,79,1.9,4008,95.5,3179,75.7,71,1.7,85,2,371,8.8,0,0,42,1,260,6.2,0,0,260,6.2,1752,(X),3209,3209,1481,46.2,1728,53.8,4198,4198,2045,48.7,2153,51.3,95,(X),329,7.8,190,4.5,211,5,115,2.7,313,7.5,792,18.9,881,21,683,16.3,166,4,147,3.5,229,5.5,103,2.5,39,0.9,36.1,(X),791,18.8,3446,82.1,3407,81.2,3251,77.4,456,10.9,371,8.8,3407,3407,1598,46.9,1809,53.1,88.3,(X),371,371,138,37.2,233,62.8
1400000US41051000502,"Census Tract 5.02, Multnomah County, Oregon",10.2,97.2,(X),5251,5251,5043,96,208,4,5043,96,3989,76,9,0.2,27,0.5,0,0,10,0.2,0,0,0,0,714,13.6,0,0,113,2.2,180,3.4,15,0.3,34,0.6,260,5,112,2.1,0,0,0,0,0,0,0,0,0,0,304,5.8,208,4,31,0.6,36,0.7,118,2.2,0,0,5251,5251,4185,79.7,40,0.8,63,1.2,855,16.3,0,0,327,6.2,5251,5251,854,16.3,705,13.4,0,0,0,0,149,2.8,4397,83.7,3479,66.3,9,0.2,10,0.2,714,13.6,0,0,0,0,185,3.5,0,0,185,3.5,2052,(X),3727,3727,1829,49.1,1898,50.9,5251,5251,2691,51.2,2560,48.8,105.1,(X),289,5.5,276,5.3,206,3.9,189,3.6,314,6,975,18.6,1144,21.8,647,12.3,338,6.4,234,4.5,389,7.4,199,3.8,51,1,37.7,(X),922,17.6,4375,83.3,4329,82.4,4273,81.4,819,15.6,639,12.2,4329,4329,2197,50.8,2132,49.2,103,(X),639,639,315,49.3,324,50.7
1400000US41051000601,"Census Tract 6.01, Multnomah County, Oregon",8.7,95.4,(X),5333,5333,5030,94.3,303,5.7,5030,94.3,3603,67.6,306,5.7,32,0.6,17,0.3,0,0,0,0,0,0,816,15.3,0,0,229,4.3,35,0.7,9,0.2,0,0,420,7.9,123,2.3,56,1.1,24,0.5,0,0,13,0.2,19,0.4,217,4.1,303,5.7,0,0,59,1.1,47,0.9,132,2.5,5333,5333,3722,69.8,490,9.2,223,4.2,889,16.7,82,1.5,230,4.3,5333,5333,981,18.4,856,16.1,0,0,29,0.5,96,1.8,4352,81.6,2918,54.7,249,4.7,32,0.6,816,15.3,56,1.1,0,0,281,5.3,0,0,281,5.3,2077,(X),3613,3613,1864,51.6,1749,48.4,5333,5333,2778,52.1,2555,47.9,108.7,(X),189,3.5,362,6.8,363,6.8,416,7.8,263,4.9,927,17.4,917,17.2,924,17.3,238,4.5,263,4.9,307,5.8,130,2.4,34,0.6,36.2,(X),1169,21.9,4395,82.4,4164,78.1,3961,74.3,682,12.8,471,8.8,4164,4164,2173,52.2,1991,47.8,109.1,(X),471,471,230,48.8,241,51.2
1400000US41051000602,"Census Tract 6.02, Multnomah County, Oregon",9.4,82,(X),6305,6305,5948,94.3,357,5.7,5948,94.3,3935,62.4,302,4.8,134,2.1,20,0.3,0,0,0,0,0,0,1201,19,16,0.3,487,7.7,26,0.4,0,0,15,0.2,532,8.4,125,2,0,0,0,0,0,0,0,0,0,0,376,6,357,5.7,194,3.1,40,0.6,79,1.3,0,0,6305,6305,4248,67.4,525,8.3,174,2.8,1324,21,0,0,391,6.2,6305,6305,1406,22.3,897,14.2,0,0,141,2.2,368,5.8,4899,77.7,2911,46.2,289,4.6,134,2.1,1201,19,0,0,29,0.5,335,5.3,15,0.2,320,5.1,2127,(X),3795,3795,2009,52.9,1786,47.1,6305,6305,3266,51.8,3039,48.2,107.5,(X),365,5.8,475,7.5,506,8,364,5.8,273,4.3,1235,19.6,1206,19.1,748,11.9,392,6.2,266,4.2,355,5.6,96,1.5,24,0.4,34.5,(X),1687,26.8,4875,77.3,4618,73.2,4575,72.6,663,10.5,475,7.5,4618,4618,2393,51.8,2225,48.2,107.6,(X),475,475,214,45.1,261,54.9
1400000US41051000701,"Census Tract 7.01, Multnomah County, Oregon",10.4,66.7,(X),4749,4749,4380,92.2,369,7.8,4380,92.2,3663,77.1,80,1.7,0,0,0,0,0,0,0,0,0,0,589,12.4,0,0,397,8.4,8,0.2,73,1.5,10,0.2,90,1.9,11,0.2,0,0,0,0,0,0,0,0,0,0,48,1,369,7.8,104,2.2,139,2.9,86,1.8,0,0,4749,4749,4018,84.6,184,3.9,153,3.2,689,14.5,0,0,74,1.6,4749,4749,382,8,207,4.4,14,0.3,60,1.3,101,2.1,4367,92,3376,71.1,71,1.5,0,0,581,12.2,0,0,23,0.5,316,6.7,0,0,316,6.7,2090,(X),3674,3674,1802,49,1872,51,4749,4749,2319,48.8,2430,51.2,95.4,(X),281,5.9,240,5.1,232,4.9,148,3.1,261,5.5,739,15.6,1143,24.1,639,13.5,259,5.5,252,5.3,411,8.7,69,1.5,75,1.6,39,(X),873,18.4,3968,83.6,3876,81.6,3822,80.5,732,15.4,555,11.7,3876,3876,1874,48.3,2002,51.7,93.6,(X),555,555,222,40,333,60
1400000US41051000702,"Census Tract 7.02, Multnomah County, Oregon",12,47.7,(X),5209,5209,4928,94.6,281,5.4,4928,94.6,3975,76.3,99,1.9,130,2.5,48,0.9,49,0.9,26,0.5,0,0,697,13.4,0,0,292,5.6,191,3.7,11,0.2,43,0.8,114,2.2,46,0.9,0,0,0,0,0,0,0,0,0,0,27,0.5,281,5.4,89,1.7,62,1.2,116,2.2,0,0,5209,5209,4256,81.7,202,3.9,206,4,813,15.6,0,0,27,0.5,5209,5209,357,6.9,243,4.7,0,0,19,0.4,95,1.8,4852,93.1,3701,71.1,80,1.5,130,2.5,686,13.2,0,0,0,0,255,4.9,0,0,255,4.9,2070,(X),3930,3930,1907,48.5,2023,51.5,5209,5209,2688,51.6,2521,48.4,106.6,(X),360,6.9,276,5.3,186,3.6,174,3.3,238,4.6,932,17.9,1174,22.5,718,13.8,292,5.6,261,5,342,6.6,143,2.7,113,2.2,38.8,(X),970,18.6,4301,82.6,4239,81.4,4186,80.4,744,14.3,598,11.5,4239,4239,2117,49.9,2122,50.1,99.8,(X),598,598,193,32.3,405,67.7
1400000US41051000801,"Census Tract 8.01, Multnomah County, Oregon",11.9,61.3,(X),4904,4904,4632,94.5,272,5.5,4632,94.5,3893,79.4,228,4.6,0,0,0,0,0,0,0,0,0,0,349,7.1,0,0,108,2.2,0,0,23,0.5,14,0.3,83,1.7,121,2.5,0,0,0,0,0,0,0,0,0,0,162,3.3,272,5.5,10,0.2,45,0.9,94,1.9,0,0,4904,4904,4129,84.2,265,5.4,60,1.2,553,11.3,68,1.4,175,3.6,4904,4904,373,7.6,49,1,106,2.2,23,0.5,195,4,4531,92.4,3724,75.9,228,4.6,0,0,349,7.1,0,0,0,0,230,4.7,13,0.3,217,4.4,2186,(X),3960,3960,2003,50.6,1957,49.4,4904,4904,2354,48,2550,52,92.3,(X),172,3.5,248,5.1,180,3.7,158,3.2,324,6.6,1318,26.9,924,18.8,651,13.3,247,5,298,6.1,250,5.1,100,2,34,0.7,35.6,(X),741,15.1,4238,86.4,4163,84.9,4146,84.5,551,11.2,384,7.8,4163,4163,2085,50.1,2078,49.9,100.3,(X),384,384,146,38,238,62
1400000US41051000802,"Census Tract 8.02, Multnomah County, Oregon",13.1,39,(X),4991,4991,4754,95.3,237,4.7,4754,95.3,4213,84.4,69,1.4,0,0,0,0,0,0,0,0,0,0,187,3.7,0,0,32,0.6,27,0.5,11,0.2,0,0,83,1.7,34,0.7,13,0.3,13,0.3,0,0,0,0,0,0,272,5.4,237,4.7,0,0,162,3.2,12,0.2,0,0,4991,4991,4431,88.8,132,2.6,206,4.1,217,4.3,13,0.3,273,5.5,4991,4991,500,10,423,8.5,30,0.6,0,0,47,0.9,4491,90,3732,74.8,69,1.4,0,0,187,3.7,13,0.3,254,5.1,236,4.7,0,0,236,4.7,2213,(X),3886,3886,1979,50.9,1907,49.1,4991,4991,2559,51.3,2432,48.7,105.2,(X),201,4,183,3.7,243,4.9,156,3.1,317,6.4,1306,26.2,1000,20,777,15.6,217,4.3,213,4.3,287,5.8,47,0.9,44,0.9,35.4,(X),770,15.4,4352,87.2,4221,84.6,4170,83.6,510,10.2,378,7.6,4221,4221,2164,51.3,2057,48.7,105.2,(X),378,378,106,28,272,72
1400000US41051000901,"Census Tract 9.01, Multnomah County, Oregon",13,68.6,(X),4742,4742,4101,86.5,641,13.5,4101,86.5,3761,79.3,15,0.3,25,0.5,0,0,0,0,0,0,0,0,240,5.1,3,0.1,152,3.2,31,0.7,15,0.3,39,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1.3,641,13.5,184,3.9,42,0.9,369,7.8,0,0,4742,4742,4392,92.6,199,4.2,87,1.8,639,13.5,16,0.3,70,1.5,4742,4742,163,3.4,76,1.6,15,0.3,0,0,72,1.5,4579,96.6,3654,77.1,15,0.3,1,0,240,5.1,0,0,48,1,621,13.1,10,0.2,611,12.9,2087,(X),3960,3960,1858,46.9,2102,53.1,4742,4742,2292,48.3,2450,51.7,93.6,(X),304,6.4,164,3.5,177,3.7,176,3.7,177,3.7,1362,28.7,903,19,793,16.7,148,3.1,194,4.1,201,4.2,103,2.2,40,0.8,35.2,(X),724,15.3,4090,86.3,4018,84.7,3899,82.2,436,9.2,344,7.3,4018,4018,1886,46.9,2132,53.1,88.5,(X),344,344,140,40.7,204,59.3
1400000US41051000902,"Census Tract 9.02, Multnomah County, Oregon",13,60.8,(X),4998,4998,4694,93.9,304,6.1,4694,93.9,4021,80.5,258,5.2,0,0,0,0,0,0,0,0,0,0,362,7.2,0,0,91,1.8,0,0,0,0,63,1.3,0,0,208,4.2,6,0.1,0,0,6,0.1,0,0,0,0,47,0.9,304,6.1,62,1.2,56,1.1,97,1.9,0,0,4998,4998,4308,86.2,320,6.4,88,1.8,493,9.9,44,0.9,81,1.6,4998,4998,633,12.7,294,5.9,15,0.3,0,0,324,6.5,4365,87.3,3596,71.9,240,4.8,0,0,362,7.2,6,0.1,0,0,161,3.2,0,0,161,3.2,2214,(X),3913,3913,1858,47.5,2055,52.5,4998,4998,2456,49.1,2542,50.9,96.6,(X),366,7.3,188,3.8,138,2.8,189,3.8,271,5.4,1687,33.8,853,17.1,470,9.4,210,4.2,203,4.1,336,6.7,64,1.3,23,0.5,32.4,(X),769,15.4,4265,85.3,4229,84.6,4067,81.4,592,11.8,423,8.5,4229,4229,2074,49,2155,51,96.2,(X),423,423,160,37.8,263,62.2
1400000US41051001000,"Census Tract 10, Multnomah County, Oregon",15.8,65.9,(X),6070,6070,5763,94.9,307,5.1,5763,94.9,5099,84,57,0.9,15,0.2,0,0,0,0,0,0,0,0,454,7.5,36,0.6,71,1.2,83,1.4,54,0.9,24,0.4,37,0.6,149,2.5,26,0.4,0,0,0,0,0,0,26,0.4,112,1.8,307,5.1,45,0.7,37,0.6,162,2.7,15,0.2,6070,6070,5391,88.8,165,2.7,98,1.6,664,10.9,43,0.7,112,1.8,6070,6070,785,12.9,439,7.2,81,1.3,0,0,265,4.4,5285,87.1,4445,73.2,57,0.9,0,0,436,7.2,26,0.4,60,1,261,4.3,0,0,261,4.3,2723,(X),4688,4688,2283,48.7,2405,51.3,6070,6070,2843,46.8,3227,53.2,88.1,(X),159,2.6,285,4.7,286,4.7,298,4.9,161,2.7,1760,29,1457,24,765,12.6,118,1.9,275,4.5,414,6.8,78,1.3,14,0.2,35.2,(X),968,15.9,5255,86.6,5102,84.1,4995,82.3,688,11.3,506,8.3,5102,5102,2470,48.4,2632,51.6,93.8,(X),506,506,201,39.7,305,60.3
1400000US41051001101,"Census Tract 11.01, Multnomah County, Oregon",23.8,170.7,(X),2473,2473,2341,94.7,132,5.3,2341,94.7,2059,83.3,199,8,9,0.4,0,0,0,0,0,0,0,0,68,2.7,0,0,14,0.6,0,0,15,0.6,24,1,6,0.2,9,0.4,0,0,0,0,0,0,0,0,0,0,6,0.2,132,5.3,32,1.3,39,1.6,30,1.2,0,0,2473,2473,2191,88.6,238,9.6,55,2.2,105,4.2,24,1,6,0.2,2473,2473,69,2.8,53,2.1,7,0.3,0,0,9,0.4,2404,97.2,1996,80.7,199,8,9,0.4,68,2.7,0,0,0,0,132,5.3,0,0,132,5.3,1714,(X),2355,2355,1344,57.1,1011,42.9,2473,2473,1396,56.4,1077,43.6,129.6,(X),31,1.3,0,0,9,0.4,14,0.6,171,6.9,1019,41.2,510,20.6,236,9.5,146,5.9,180,7.3,119,4.8,38,1.5,0,0,34.9,(X),40,1.6,2433,98.4,2433,98.4,2408,97.4,275,11.1,157,6.3,2433,2433,1387,57,1046,43,132.6,(X),157,157,99,63.1,58,36.9
1400000US41051001102,"Census Tract 11.02, Multnomah County, Oregon",17.7,125,(X),1638,1638,1578,96.3,60,3.7,1578,96.3,1355,82.7,35,2.1,33,2,0,0,0,0,0,0,3,0.2,139,8.5,1,0.1,42,2.6,46,2.8,5,0.3,6,0.4,0,0,39,2.4,0,0,0,0,0,0,0,0,0,0,16,1,60,3.7,9,0.5,6,0.4,17,1,0,0,1638,1638,1401,85.5,44,2.7,53,3.2,170,10.4,23,1.4,21,1.3,1638,1638,97,5.9,65,4,16,1,6,0.4,10,0.6,1541,94.1,1294,79,29,1.8,29,1.8,139,8.5,0,0,0,0,50,3.1,0,0,50,3.1,725,(X),1364,1364,688,50.4,676,49.6,1638,1638,802,49,836,51,95.9,(X),60,3.7,48,2.9,67,4.1,41,2.5,176,10.7,458,28,357,21.8,183,11.2,90,5.5,59,3.6,75,4.6,24,1.5,0,0,33.8,(X),215,13.1,1452,88.6,1423,86.9,1382,84.4,139,8.5,99,6,1423,1423,714,50.2,709,49.8,100.7,(X),99,99,55,55.6,44,44.4
1400000US41051001201,"Census Tract 12.01, Multnomah County, Oregon",13.3,84.2,(X),5285,5285,5054,95.6,231,4.4,5054,95.6,4575,86.6,119,2.3,30,0.6,0,0,0,0,0,0,0,0,207,3.9,0,0,76,1.4,94,1.8,0,0,18,0.3,0,0,19,0.4,0,0,0,0,0,0,0,0,0,0,123,2.3,231,4.4,22,0.4,129,2.4,39,0.7,0,0,5285,5285,4806,90.9,141,2.7,178,3.4,265,5,5,0.1,140,2.6,5285,5285,323,6.1,221,4.2,18,0.3,0,0,84,1.6,4962,93.9,4437,84,119,2.3,30,0.6,189,3.6,0,0,0,0,187,3.5,0,0,187,3.5,2961,(X),4738,4738,2425,51.2,2313,48.8,5285,5285,2752,52.1,2533,47.9,108.6,(X),67,1.3,182,3.4,101,1.9,68,1.3,348,6.6,2472,46.8,926,17.5,396,7.5,165,3.1,140,2.6,333,6.3,55,1,32,0.6,32.1,(X),397,7.5,4911,92.9,4888,92.5,4854,91.8,549,10.4,420,7.9,4888,4888,2517,51.5,2371,48.5,106.2,(X),420,420,192,45.7,228,54.3
1400000US41051001202,"Census Tract 12.02, Multnomah County, Oregon",8.3,68.3,(X),3509,3509,3376,96.2,133,3.8,3376,96.2,3149,89.7,0,0,3,0.1,0,0,0,0,0,0,0,0,184,5.2,35,1,91,2.6,14,0.4,30,0.9,0,0,0,0,14,0.4,0,0,0,0,0,0,0,0,0,0,40,1.1,133,3.8,18,0.5,47,1.3,31,0.9,0,0,3509,3509,3281,93.5,19,0.5,68,1.9,234,6.7,0,0,58,1.7,3509,3509,107,3,32,0.9,35,1,0,0,40,1.1,3402,97,3101,88.4,0,0,3,0.1,184,5.2,0,0,0,0,114,3.2,0,0,114,3.2,1591,(X),2881,2881,1495,51.9,1386,48.1,3509,3509,1866,53.2,1643,46.8,113.6,(X),130,3.7,213,6.1,202,5.8,54,1.5,78,2.2,733,20.9,622,17.7,598,17,207,5.9,216,6.2,306,8.7,98,2.8,52,1.5,40.8,(X),593,16.9,2949,84,2916,83.1,2910,82.9,604,17.2,456,13,2916,2916,1516,52,1400,48,108.3,(X),456,456,185,40.6,271,59.4
1400000US41051001301,"Census Tract 13.01, Multnomah County, Oregon",10.9,78.8,(X),4104,4104,3836,93.5,268,6.5,3836,93.5,3608,87.9,52,1.3,3,0.1,0,0,0,0,0,0,0,0,136,3.3,29,0.7,13,0.3,12,0.3,14,0.3,54,1.3,12,0.3,2,0,5,0.1,0,0,0,0,5,0.1,0,0,32,0.8,268,6.5,16,0.4,45,1.1,174,4.2,0,0,4104,4104,3876,94.4,78,1.9,58,1.4,319,7.8,14,0.3,46,1.1,4104,4104,165,4,48,1.2,11,0.3,25,0.6,81,2,3939,96,3497,85.2,44,1.1,3,0.1,136,3.3,5,0.1,0,0,254,6.2,0,0,254,6.2,2099,(X),3410,3410,1699,49.8,1711,50.2,4104,4104,2134,52,1970,48,108.3,(X),159,3.9,121,2.9,184,4.5,118,2.9,295,7.2,1114,27.1,852,20.8,520,12.7,169,4.1,193,4.7,191,4.7,111,2.7,77,1.9,35.7,(X),557,13.6,3609,87.9,3547,86.4,3522,85.8,510,12.4,379,9.2,3547,3547,1776,50.1,1771,49.9,100.3,(X),379,379,167,44.1,212,55.9
1400000US41051001302,"Census Tract 13.02, Multnomah County, Oregon",13.6,55.2,(X),3458,3458,3288,95.1,170,4.9,3288,95.1,3018,87.3,22,0.6,0,0,0,0,0,0,0,0,0,0,150,4.3,0,0,10,0.3,55,1.6,30,0.9,34,1,7,0.2,14,0.4,0,0,0,0,0,0,0,0,0,0,98,2.8,170,4.9,0,0,28,0.8,142,4.1,0,0,3458,3458,3188,92.2,22,0.6,28,0.8,292,8.4,0,0,98,2.8,3458,3458,184,5.3,143,4.1,0,0,0,0,41,1.2,3274,94.7,2970,85.9,22,0.6,0,0,136,3.9,0,0,17,0.5,129,3.7,0,0,129,3.7,1480,(X),2712,2712,1218,44.9,1494,55.1,3458,3458,1565,45.3,1893,54.7,82.7,(X),192,5.6,224,6.5,148,4.3,91,2.6,259,7.5,664,19.2,725,21,614,17.8,119,3.4,169,4.9,152,4.4,71,2.1,30,0.9,37.7,(X),655,18.9,2845,82.3,2803,81.1,2802,81,374,10.8,253,7.3,2803,2803,1247,44.5,1556,55.5,80.1,(X),253,253,90,35.6,163,64.4
